id,carat,cut,color,clarity,depth,table,x,y,z,price
2874,1.01,Premium,F,SI2,63.0,60.0,6.35,6.28,3.98,3897
2875,1.06,Very Good,D,SI2,60.1,58.0,6.6,6.64,3.98,5293
2876,1.16,Fair,H,SI1,65.8,58.0,6.54,6.46,4.28,5411
2877,0.51,Ideal,F,VVS2,61.7,56.0,5.11,5.13,3.16,2197
2878,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,544
2879,0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,2563
2880,1.11,Ideal,H,SI2,61.2,56.0,6.7,6.69,4.1,5496
2881,0.33,Very Good,G,VS2,62.8,54.0,4.4,4.42,2.77,579
2882,0.3,Very Good,E,VS1,61.4,59.0,4.32,4.28,2.64,653
2883,0.7,Very Good,D,VS1,62.8,58.0,5.65,5.68,3.56,3375
2884,0.31,Ideal,G,VVS2,61.9,55.0,4.33,4.36,2.69,707
2885,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499
2886,0.43,Good,E,VS1,59.9,61.0,4.89,4.93,2.94,970
2887,0.33,Premium,D,SI1,60.1,59.0,4.49,4.46,2.69,780
2888,0.33,Ideal,E,VS2,62.1,56.0,4.43,4.46,2.76,723
2889,1.2,Very Good,F,VS2,62.4,58.0,6.75,6.81,4.23,8829
2890,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3943
2891,0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79,906
2892,0.3,Ideal,F,IF,62.0,56.0,4.34,4.3,2.68,1013
2893,1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,6937
2894,0.7,Very Good,E,VVS1,61.9,58.0,5.6,5.67,3.49,4114
2895,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4314
2896,0.51,Very Good,G,VVS1,63.2,58.0,5.11,5.08,3.22,1971
2897,0.5,Fair,F,I1,68.3,58.0,4.91,4.78,3.32,627
2898,0.9,Very Good,D,SI1,61.0,63.0,6.13,6.1,3.73,4304
2899,0.31,Ideal,G,IF,61.9,53.0,4.36,4.39,2.71,891
2900,0.31,Premium,G,VVS1,61.4,58.0,4.35,4.32,2.66,1046
2901,1.01,Premium,G,VS2,63.0,58.0,6.42,6.37,4.03,5741
2902,1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,2875
2903,1.2,Good,D,SI2,62.2,65.0,6.75,6.7,4.18,6344
2904,0.76,Premium,G,VS1,59.6,57.0,6.01,5.91,3.55,2937
2905,0.56,Ideal,D,SI1,61.2,56.0,5.34,5.31,3.26,1814
2906,1.39,Premium,H,VS2,62.5,59.0,7.17,7.1,4.46,7006
2907,0.45,Good,G,IF,59.6,61.0,5.0,5.04,2.99,1437
2908,1.01,Premium,H,SI1,59.8,60.0,6.48,6.52,3.89,4559
2909,0.31,Very Good,G,SI1,60.4,58.0,4.39,4.42,2.66,462
2910,0.41,Premium,E,VVS2,61.8,59.0,4.78,4.74,2.94,1243
2911,0.8,Ideal,I,VVS1,61.7,56.0,5.98,5.92,3.67,3181
2912,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
2913,1.02,Good,G,VS1,64.3,57.0,6.34,6.28,4.06,6059
2914,0.32,Ideal,I,SI1,61.9,54.0,4.41,4.45,2.74,450
2915,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,7520
2916,1.75,Very Good,H,VS1,63.3,56.0,7.63,7.53,4.8,14359
2917,1.01,Premium,H,SI2,60.3,59.0,6.51,6.45,3.91,3676
2918,0.57,Ideal,F,SI1,61.4,57.0,5.35,5.3,3.27,1571
2919,0.38,Ideal,F,SI1,62.5,53.7,4.64,4.66,2.91,693
2920,0.9,Good,I,SI2,64.0,55.0,6.11,6.05,3.89,2503
2921,0.73,Ideal,I,VS1,62.1,55.8,5.77,5.81,3.6,2302
2922,0.77,Premium,I,VS2,60.3,58.0,5.96,5.94,3.59,2375
2923,0.54,Good,F,VS1,63.7,55.0,5.16,5.11,3.27,2090
2924,1.01,Good,H,SI2,64.1,56.0,6.37,6.3,4.06,3111
2925,0.31,Premium,F,VS2,59.7,60.0,4.39,4.42,2.63,625
2926,0.52,Good,D,VS2,63.5,57.0,5.08,5.13,3.24,1701
2927,0.5,Ideal,H,IF,61.0,56.0,5.15,5.17,3.15,1923
2928,0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,533
2929,0.34,Ideal,E,VS2,62.5,55.0,4.5,4.46,2.8,956
2930,1.01,Ideal,D,SI2,61.3,54.0,6.52,6.47,3.99,5006
2931,1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,5624
2932,0.42,Ideal,G,IF,62.0,57.0,4.8,4.82,2.98,1251
2933,0.39,Ideal,I,VS2,62.9,57.0,4.68,4.64,2.93,834
2934,0.32,Ideal,I,VS1,62.4,54.0,4.38,4.4,2.74,523
2935,0.41,Ideal,F,SI1,62.8,57.0,4.73,4.69,2.96,969
2936,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,5851
2937,1.25,Premium,I,SI1,62.5,59.0,6.89,6.81,4.28,5250
2938,0.52,Premium,D,SI1,59.7,60.0,5.26,5.19,3.12,1399
2939,0.31,Good,H,VS1,63.1,57.0,4.31,4.34,2.73,544
2940,0.39,Premium,F,SI1,61.3,62.0,4.71,4.68,2.88,860
2941,1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934
2942,0.7,Ideal,I,VS2,61.4,56.0,5.72,5.75,3.52,2270
2943,0.58,Ideal,D,SI2,61.2,57.0,5.36,5.4,3.29,1342
2944,0.3,Very Good,E,VS2,62.1,59.0,4.27,4.29,2.66,658
2945,2.01,Premium,H,SI2,61.8,62.0,8.05,7.97,4.95,11646
2946,0.41,Premium,J,VS2,61.9,59.0,4.69,4.74,2.92,611
2947,0.33,Good,E,SI1,63.4,55.0,4.37,4.4,2.78,579
2948,0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,2387
2949,1.2,Premium,H,VVS2,60.0,60.0,6.86,6.78,4.09,5174
2950,1.51,Ideal,H,IF,62.7,56.0,7.26,7.38,4.59,12437
2951,0.38,Ideal,E,VS2,62.0,54.2,4.66,4.68,2.89,805
2952,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,1377
2953,0.32,Ideal,F,VS2,61.7,55.0,4.4,4.41,2.72,645
2954,0.72,Ideal,D,VS2,62.0,54.8,5.73,5.76,3.56,3543
2955,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,367
2956,0.4,Good,E,SI1,63.7,56.0,4.69,4.66,2.98,882
2957,0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57,2839
2958,0.41,Very Good,E,SI1,62.8,58.0,4.72,4.77,2.98,705
2959,0.32,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1018
2960,1.2,Ideal,H,SI1,61.2,60.0,6.87,6.82,4.19,6569
2961,0.41,Very Good,G,VS2,60.9,61.0,4.74,4.75,2.89,827
2962,1.01,Very Good,I,VS1,63.1,56.0,6.42,6.36,4.03,4129
2963,0.32,Premium,I,SI1,61.1,59.0,4.42,4.38,2.69,540
2964,0.23,Very Good,F,VVS1,62.3,55.0,3.93,3.96,2.46,583
2965,0.7,Good,J,SI1,64.3,56.0,5.62,5.57,3.6,1442
2966,1.5,Good,J,VS1,60.7,61.0,7.27,7.3,4.42,8347
2967,0.73,Ideal,F,VVS2,62.2,54.0,5.8,5.75,3.59,3193
2968,1.54,Very Good,G,VVS2,61.1,55.0,7.5,7.53,4.59,15225
2969,0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,734
2970,1.03,Good,F,SI2,57.7,63.0,6.68,6.64,3.84,4095
2971,1.5,Very Good,D,SI1,63.1,57.0,7.31,7.24,4.59,11863
2972,0.34,Ideal,G,VVS1,62.5,53.0,4.49,4.47,2.8,956
2973,0.3,Very Good,H,SI1,60.1,55.0,4.38,4.41,2.64,432
2974,0.51,Ideal,D,VS2,62.5,56.0,5.13,5.11,3.2,2056
2975,0.4,Very Good,E,VS2,62.0,60.0,4.67,4.69,2.9,879
2976,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,709
2977,1.18,Fair,I,VS2,62.0,66.0,6.75,6.63,4.16,4553
2978,1.01,Premium,E,SI2,58.6,58.0,6.66,6.62,3.89,4308
2979,1.01,Ideal,F,SI2,62.5,55.0,6.39,6.4,4.0,4416
2980,1.09,Ideal,G,VS1,60.4,58.0,6.67,6.7,4.04,8296
2981,0.73,Very Good,I,VS2,62.8,59.0,5.72,5.75,3.6,2426
2982,0.56,Good,D,SI2,63.2,54.0,5.24,5.26,3.32,1258
2983,1.07,Very Good,F,SI1,61.6,58.0,6.54,6.6,4.05,6061
2984,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1315
2985,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,12592
2986,1.02,Ideal,F,VS2,62.0,57.0,6.46,6.44,4.0,7026
2987,1.51,Very Good,G,SI2,62.8,56.0,7.22,7.3,4.56,8637
2988,0.35,Premium,F,VS2,61.4,59.0,4.56,4.53,2.79,906
2989,0.74,Premium,E,SI2,62.6,58.0,5.77,5.73,3.6,2617
2990,0.44,Premium,G,VVS2,60.9,57.0,4.93,4.89,2.99,1155
2991,1.05,Ideal,G,VS2,61.6,59.0,6.51,6.54,4.02,6981
2992,2.04,Very Good,J,VS2,59.9,59.0,8.25,8.32,4.96,12095
2993,1.01,Good,G,SI1,62.8,58.0,6.36,6.29,3.97,4641
2994,0.36,Premium,E,VS2,60.3,59.0,4.64,4.58,2.78,1013
2995,1.02,Fair,E,VS2,66.6,57.0,6.09,6.14,4.07,5350
2996,0.35,Ideal,E,SI2,61.7,56.0,4.53,4.55,2.8,491
2997,0.32,Very Good,G,VVS1,60.6,57.0,4.46,4.48,2.71,685
2998,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4054
2999,0.79,Very Good,H,VS2,61.5,55.0,5.89,5.94,3.64,2945
3000,0.24,Ideal,F,VS2,61.8,57.0,4.02,3.97,2.47,536
3001,0.32,Ideal,D,VVS2,61.2,56.0,4.43,4.39,2.7,1030
3002,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602
3003,1.05,Ideal,G,VVS1,60.7,55.0,6.6,6.65,4.02,8946
3004,0.33,Premium,I,VVS2,61.0,58.0,4.42,4.46,2.71,579
3005,1.01,Ideal,H,SI2,59.1,59.0,6.58,6.61,3.9,5828
3006,1.7,Good,J,VS2,63.6,59.0,7.53,7.48,4.77,8134
3007,2.54,Ideal,G,SI2,62.5,55.0,8.75,8.69,5.45,14421
3008,0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,984
3009,0.4,Premium,D,SI2,60.0,58.0,4.84,4.8,2.89,855
3010,1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,4197
3011,0.32,Ideal,F,VS2,62.4,57.0,4.38,4.34,2.72,828
3012,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
3013,0.36,Premium,E,VS2,62.0,58.0,4.56,4.54,2.82,1013
3014,0.92,Very Good,H,VS2,63.1,57.0,6.2,6.17,3.9,4173
3015,1.59,Ideal,G,VVS2,60.6,59.0,7.53,7.59,4.58,15843
3016,0.35,Premium,G,IF,62.2,58.0,4.52,4.45,2.79,1116
3017,0.36,Ideal,E,VS2,60.8,56.0,4.64,4.6,2.81,1013
3018,0.3,Premium,G,VS2,60.8,61.0,4.34,4.31,2.63,675
3019,0.52,Premium,D,VS2,61.8,58.0,5.15,5.2,3.2,1774
3020,0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
3021,2.29,Ideal,J,SI2,62.8,56.0,8.36,8.39,5.25,14500
3022,1.4,Premium,G,SI1,62.5,58.0,7.12,7.06,4.43,8511
3023,1.01,Premium,G,VS2,61.1,60.0,6.46,6.37,3.92,5701
3024,0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62,2829
3025,0.26,Ideal,E,VVS2,61.5,56.0,4.08,4.11,2.52,599
3026,0.51,Premium,E,VVS2,61.0,61.0,5.17,5.13,3.14,2060
3027,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,7966
3028,2.01,Premium,G,SI2,61.2,57.2,8.08,8.14,4.97,18705
3029,0.77,Ideal,G,VS1,62.4,54.0,5.89,5.93,3.69,3176
3030,1.0,Fair,G,SI1,68.9,56.0,6.16,6.11,4.23,3833
3031,0.43,Premium,F,SI2,60.5,59.0,4.91,4.88,2.96,871
3032,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2443
3033,0.31,Ideal,G,VVS1,60.7,57.0,4.37,4.4,2.66,816
3034,0.55,Ideal,F,VS2,61.1,56.0,5.31,5.27,3.23,1819
3035,1.04,Good,G,VS1,63.8,57.0,6.4,6.43,4.09,7049
3036,0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,882
3037,1.21,Good,J,SI2,61.1,60.8,6.83,6.89,4.18,4824
3038,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,15375
3039,0.57,Ideal,E,VVS2,62.0,57.0,5.29,5.33,3.29,2447
3040,0.7,Premium,F,VVS2,61.0,57.0,5.8,5.71,3.51,2932
3041,1.71,Premium,F,VS2,60.8,58.0,7.79,7.7,4.71,16779
3042,0.32,Ideal,G,VS1,62.1,55.0,4.38,4.41,2.73,645
3043,0.4,Ideal,G,IF,61.4,55.0,4.79,4.76,2.93,1397
3044,0.76,Ideal,D,SI2,62.4,57.0,5.78,5.83,3.62,2770
3045,1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22,5026
3046,0.54,Premium,E,VS2,60.7,56.0,5.32,5.29,3.22,1760
3047,0.43,Premium,F,SI1,60.5,60.0,4.88,4.84,2.94,1016
3048,1.54,Ideal,G,VS1,62.3,57.0,7.35,7.38,4.59,13846
3049,0.7,Very Good,F,SI1,63.3,59.0,5.57,5.62,3.54,2264
3050,2.04,Very Good,I,SI1,63.1,58.0,8.06,7.99,5.06,15412
3051,0.93,Ideal,F,SI2,61.9,57.0,6.21,6.25,3.86,3941
3052,1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,5220
3053,0.52,Very Good,E,SI1,63.0,54.0,5.11,5.15,3.23,1330
3054,0.34,Ideal,E,VS1,61.8,57.0,4.47,4.5,2.77,805
3055,0.72,Premium,I,VVS2,62.0,56.0,5.75,5.73,3.56,2074
3056,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1332
3057,0.63,Ideal,G,SI1,62.0,55.0,5.49,5.54,3.42,1628
3058,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,784
3059,1.21,Ideal,G,VVS1,61.0,57.0,6.87,6.93,4.21,10295
3060,0.46,Good,F,VS1,59.2,63.0,5.0,5.03,2.97,1228
3061,0.34,Ideal,D,VS2,61.4,55.0,4.51,4.54,2.78,967
3062,1.05,Fair,I,I1,61.8,66.0,6.48,6.37,3.97,2396
3063,1.18,Fair,F,SI2,55.9,64.0,7.15,7.01,3.95,4903
3064,0.44,Good,D,VS2,63.6,56.0,4.81,4.84,3.07,1009
3065,1.01,Good,G,VS1,63.7,57.0,6.37,6.32,4.04,6618
3066,1.14,Ideal,F,VVS1,62.2,56.0,6.69,6.67,4.16,11844
3067,1.25,Ideal,I,VS1,61.6,56.0,6.91,6.95,4.27,7485
3068,0.43,Ideal,G,VVS2,61.4,55.0,4.83,4.88,2.98,1056
3069,0.84,Ideal,G,SI2,61.0,56.0,6.13,6.1,3.73,2879
3070,0.4,Very Good,E,VS2,63.8,55.0,4.66,4.71,2.99,791
3071,0.68,Very Good,G,VS1,60.7,58.0,5.68,5.75,3.47,2114
3072,0.56,Ideal,E,VVS2,62.1,57.0,5.26,5.3,3.28,2622
3073,2.17,Good,H,SI2,58.9,62.0,8.48,8.52,5.01,16036
3074,0.71,Ideal,G,VS1,61.8,57.0,5.69,5.73,3.53,3431
3075,0.5,Very Good,F,SI2,63.1,60.0,5.0,5.04,3.17,1020
3076,0.38,Ideal,G,VS2,61.2,55.0,4.69,4.72,2.88,778
3077,1.1,Ideal,E,SI2,61.6,56.0,6.63,6.66,4.09,5263
3078,0.9,Very Good,G,SI1,63.4,54.0,6.11,6.16,3.89,3615
3079,2.41,Ideal,I,SI2,62.5,57.0,8.57,8.51,5.34,16987
3080,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595
3081,0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,911
3082,0.53,Ideal,G,VS1,62.7,55.0,5.18,5.16,3.24,1813
3083,0.54,Premium,E,VS2,61.3,59.0,5.26,5.21,3.21,1993
3084,0.71,Ideal,E,VVS2,62.0,56.0,5.71,5.74,3.55,4467
3085,1.2,Premium,F,VS1,62.3,58.0,6.78,6.71,4.2,8580
3086,1.01,Fair,F,SI2,64.6,59.0,6.19,6.25,4.2,3540
3087,0.81,Ideal,E,SI2,63.0,56.0,5.95,5.9,3.73,2901
3088,1.27,Premium,F,VVS2,61.3,60.0,6.99,6.9,4.26,11905
3089,1.51,Premium,E,I1,59.0,62.0,7.41,7.36,4.36,6494
3090,0.32,Premium,E,VS1,62.0,58.0,4.35,4.29,2.68,1008
3091,0.53,Ideal,D,VS2,61.2,57.0,5.2,5.26,3.2,1857
3092,0.24,Very Good,E,VS1,62.5,55.0,3.96,3.98,2.48,412
3093,0.26,Very Good,H,SI1,61.9,55.0,4.07,4.11,2.53,337
3094,1.01,Premium,E,SI1,62.0,61.0,6.42,6.38,3.97,5311
3095,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,10029
3096,1.0,Fair,F,VS2,66.7,57.0,6.11,6.04,4.05,4732
3097,0.3,Ideal,D,VS2,61.8,55.0,4.34,4.3,2.67,911
3098,0.6,Very Good,J,VS2,60.0,59.4,5.47,5.51,3.29,1262
3099,1.6,Ideal,F,VS2,60.1,57.0,7.65,7.59,4.58,13853
3100,0.4,Good,D,VS2,64.4,56.0,4.62,4.67,2.99,814
3101,1.06,Premium,I,VS1,62.4,55.0,6.57,6.5,4.08,4920
3102,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
3103,1.14,Ideal,G,VS2,61.4,56.0,6.74,6.77,4.15,7667
3104,0.52,Good,G,SI1,63.3,57.0,5.08,5.11,3.22,1244
3105,1.08,Premium,G,SI2,62.3,56.0,6.6,6.52,4.09,4627
3106,0.41,Ideal,F,VS2,62.3,57.0,4.75,4.78,2.97,863
3107,0.5,Good,F,VS2,61.3,61.0,5.05,5.1,3.11,1447
3108,1.52,Good,E,VS1,64.0,55.0,7.27,7.19,4.63,15792
3109,0.74,Premium,D,VS2,62.4,57.0,5.8,5.74,3.6,2855
3110,0.32,Ideal,E,VS1,61.5,55.0,4.43,4.45,2.73,825
3111,2.03,Ideal,I,SI2,60.8,59.0,8.12,8.2,4.96,13398
3112,1.2,Ideal,G,VVS2,61.7,57.0,6.84,6.79,4.2,7688
3113,0.3,Ideal,G,VVS2,60.7,58.0,4.34,4.36,2.64,655
3114,0.3,Very Good,E,SI1,62.4,58.0,4.24,4.28,2.66,526
3115,0.39,Very Good,D,VVS2,62.9,58.0,4.62,4.66,2.92,1232
3116,0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
3117,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,620
3118,0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,972
3119,0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
3120,1.04,Premium,G,SI1,62.8,57.0,6.5,6.41,4.05,4467
3121,1.12,Ideal,F,VS2,60.9,55.0,6.73,6.67,4.08,6858
3122,0.3,Ideal,G,IF,61.4,57.0,4.37,4.33,2.67,956
3123,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,1050
3124,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66,447
3125,1.59,Ideal,I,VS2,61.1,55.0,7.54,7.48,4.59,9972
3126,1.5,Premium,J,VS2,61.7,56.0,7.33,7.23,4.49,7308
3127,0.3,Ideal,F,IF,61.4,57.0,4.34,4.36,2.67,886
3128,2.01,Good,H,SI2,63.7,59.0,7.89,7.84,5.01,12423
3129,1.06,Premium,G,SI2,61.1,62.0,6.61,6.55,4.02,4238
3130,0.35,Ideal,E,VS1,61.6,55.1,4.54,4.58,2.81,771
3131,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1151
3132,0.35,Ideal,F,VS1,62.4,57.0,4.52,4.49,2.81,1011
3133,0.9,Good,G,VS1,63.7,56.0,6.15,6.07,3.89,4460
3134,0.51,Ideal,E,SI1,62.8,55.0,5.12,5.07,3.2,1546
3135,0.3,Very Good,D,SI1,63.3,59.0,4.25,4.22,2.68,709
3136,0.54,Ideal,E,SI1,61.5,56.0,5.31,5.26,3.25,1594
3137,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
3138,0.2,Premium,E,VS2,59.7,62.0,3.84,3.8,2.28,367
3139,0.31,Premium,G,VS2,62.6,57.0,4.32,4.3,2.7,698
3140,1.53,Ideal,E,SI2,61.2,57.0,7.42,7.46,4.55,10339
3141,1.0,Good,E,SI2,63.5,56.0,6.31,6.38,4.03,4620
3142,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,2376
3143,0.41,Good,G,SI1,63.4,57.0,4.7,4.73,2.99,671
3144,0.3,Very Good,D,SI1,63.1,56.0,4.28,4.24,2.69,662
3145,0.43,Very Good,D,VS2,59.1,58.0,4.92,4.96,2.92,931
3146,1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,4438
3147,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,18682
3148,1.55,Ideal,G,SI1,61.7,57.0,7.4,7.44,4.58,12951
3149,0.91,Good,G,SI1,57.7,58.0,6.33,6.4,3.67,5394
3150,0.33,Ideal,D,VS1,61.0,56.0,4.47,4.45,2.72,1077
3151,0.38,Ideal,E,SI1,62.1,55.0,4.64,4.67,2.89,660
3152,1.66,Ideal,H,IF,61.5,57.0,7.62,7.59,4.68,14859
3153,0.32,Premium,G,VS2,62.5,60.0,4.32,4.38,2.72,561
3154,0.25,Very Good,F,VVS2,61.6,57.0,4.05,4.08,2.5,633
3155,0.33,Ideal,G,IF,61.6,56.0,4.48,4.45,2.75,1052
3156,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,3740
3157,1.01,Premium,G,SI1,61.3,59.0,6.48,6.44,3.96,5006
3158,1.0,Very Good,G,VVS2,63.1,58.0,6.37,6.33,4.01,7589
3159,0.91,Fair,J,SI1,66.3,56.0,5.92,5.99,3.95,2390
3160,0.38,Ideal,E,VS1,62.7,55.0,4.6,4.65,2.9,1000
3161,0.97,Ideal,D,SI1,62.8,56.0,6.24,6.3,3.94,5028
3162,0.5,Very Good,D,VS2,63.4,57.0,5.05,5.08,3.21,1627
3163,1.01,Good,E,SI2,63.2,59.0,6.34,6.38,4.02,4479
3164,0.71,Premium,E,VS2,59.9,58.0,5.78,5.81,3.47,2711
3165,0.7,Fair,H,SI1,65.3,55.0,5.58,5.54,3.63,1865
3166,0.3,Ideal,D,SI1,62.2,55.0,4.29,4.33,2.68,552
3167,0.7,Ideal,G,SI1,61.1,55.0,5.72,5.76,3.51,2335
3168,0.97,Premium,H,SI1,58.0,62.0,6.56,6.48,3.79,3911
3169,0.4,Very Good,D,SI1,63.8,54.0,4.68,4.75,3.01,694
3170,0.55,Premium,E,SI1,60.8,58.0,5.32,5.29,3.22,1698
3171,1.2,Premium,F,VS2,60.2,60.0,6.91,6.82,4.13,9442
3172,0.37,Premium,F,SI2,60.7,57.0,4.67,4.62,2.82,624
3173,0.51,Ideal,E,VS2,62.6,55.0,5.11,5.08,3.19,1781
3174,0.38,Premium,F,VS2,60.9,56.0,4.72,4.67,2.86,1026
3175,0.5,Good,G,SI2,63.8,57.0,4.98,5.02,3.19,1009
3176,0.53,Ideal,G,VS2,60.4,57.0,5.27,5.23,3.17,1607
3177,0.31,Ideal,G,VVS2,61.4,56.0,4.38,4.35,2.68,907
3178,0.5,Premium,E,VS2,62.6,58.0,5.07,5.12,3.19,1559
3179,0.89,Very Good,F,SI2,60.2,60.0,6.18,6.21,3.73,3356
3180,0.31,Premium,F,VS1,61.8,60.0,4.35,4.39,2.7,680
3181,0.51,Good,F,VS2,63.7,56.0,5.05,5.03,3.21,1574
3182,0.42,Ideal,E,VS2,61.8,57.0,4.77,4.81,2.96,958
3183,0.5,Very Good,G,VVS1,59.6,63.0,5.11,5.16,3.06,1887
3184,1.0,Premium,G,VVS2,59.5,61.0,6.46,6.42,3.83,7589
3185,0.26,Ideal,G,VVS1,62.4,56.0,4.11,4.14,2.57,605
3186,0.91,Very Good,E,SI1,60.5,61.0,6.19,6.23,3.76,4211
3187,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91,3584
3188,0.31,Ideal,H,VVS1,61.6,55.0,4.35,4.38,2.69,707
3189,0.33,Premium,D,SI1,60.0,59.0,4.5,4.47,2.69,780
3190,0.32,Very Good,G,VS1,63.0,55.0,4.35,4.38,2.75,645
3191,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,734
3192,0.37,Ideal,G,VS1,60.9,57.0,4.65,4.68,2.84,798
3193,1.01,Premium,F,VS2,59.2,60.0,6.54,6.51,3.86,6533
3194,0.36,Ideal,G,SI2,60.7,58.0,4.62,4.64,2.81,505
3195,0.43,Premium,E,SI2,62.7,55.0,4.87,4.83,3.04,919
3196,0.3,Ideal,D,SI1,61.9,57.0,4.28,4.32,2.66,524
3197,1.02,Ideal,H,SI2,60.5,60.0,6.56,6.53,3.96,4225
3198,0.31,Good,E,SI1,63.4,55.0,4.26,4.29,2.71,507
3199,1.02,Premium,H,SI2,58.3,59.0,6.61,6.57,3.84,3313
3200,0.72,Ideal,G,VS2,62.8,56.0,5.74,5.7,3.59,2805
3201,0.53,Ideal,D,VS2,61.4,56.0,5.2,5.23,3.2,1857
3202,1.58,Premium,E,SI2,61.0,60.0,7.54,7.51,4.59,7963
3203,0.23,Very Good,F,VVS2,62.9,57.0,3.9,3.95,2.47,505
3204,0.32,Premium,G,VVS2,60.2,60.0,4.45,4.42,2.67,936
3205,0.72,Premium,G,SI1,61.3,56.0,5.79,5.76,3.54,2316
3206,0.52,Ideal,G,IF,61.5,56.0,5.21,5.16,3.19,2164
3207,1.62,Good,J,SI2,64.2,62.0,7.33,7.41,4.73,6112
3208,0.93,Very Good,G,SI1,62.5,57.8,6.15,6.28,3.87,3933
3209,1.0,Ideal,D,SI1,60.2,57.0,6.48,6.54,3.92,4774
3210,0.56,Ideal,E,VS2,61.7,54.0,5.28,5.35,3.28,1819
3211,0.42,Ideal,F,VS1,60.6,56.0,4.87,4.83,2.94,985
3212,0.75,Ideal,I,SI1,61.5,58.0,5.82,5.86,3.59,2383
3213,0.31,Premium,F,VVS1,59.7,59.0,4.45,4.49,2.67,801
3214,1.55,Good,H,VS2,61.0,61.0,7.42,7.47,4.54,11364
3215,0.96,Fair,J,SI1,67.3,56.0,6.06,6.01,4.06,2517
3216,0.32,Ideal,F,VVS1,61.9,56.0,4.41,4.44,2.74,895
3217,0.51,Premium,H,SI1,60.4,58.0,5.21,5.19,3.14,1195
3218,0.42,Ideal,F,VS1,61.3,57.0,4.85,4.8,2.96,1103
3219,0.41,Ideal,D,SI1,62.3,55.0,4.77,4.79,2.98,791
3220,0.9,Good,G,SI1,63.8,59.0,6.08,6.05,3.87,3669
